id,latex,language,pronunciation
276,(w) = s_3 s_4 s_3 s_2 s_5 s_4 s_3 s_2 s_1 s_7 s_6 s_5 s_4 s_3 s_2.,eng,W equals s three s four s three s two s five s four s three s two s one s seven s six s five s four s three s two.
277,(w) = s_3 s_4 s_3 s_2 s_5 s_4 s_3 s_2 s_1 s_7 s_6 s_5 s_4 s_3 s_2.,eng,"W is equal to s3, followed by s4, s3, s2, s5, s4, s3, s2, s1, s7, s6, s5, s4, s3, then s2."
280,"\frac{\Gamma_p(x+1)}{\Gamma_p(x)}=\begin{cases}-x,&|x|_p=1,\\-1,&|x|_p>1.\end{cases}",eng,"1. Gamma sub p of x plus 1 divided by Gamma sub p of x equals negative x if the absolute value of x under p-adic norm is 1, or negative 1 if the absolute value of x under p-adic norm is greater than 1."
281,"\frac{\Gamma_p(x+1)}{\Gamma_p(x)}=\begin{cases}-x,&|x|_p=1,\\-1,&|x|_p>1.\end{cases}",eng,"2. The ratio of Gamma p of x plus one to Gamma p of x is negative x when the p-adic absolute value of x equals one, and negative 1 when the p-adic absolute value of x is greater than one."
284,"\left(T_{ij}\right)_{kl}=i\hbar\left[\delta_{ik}\delta_{jl}-\delta_{il}\delta_{jk}\right]\ \ \ ,",eng,T sub i j of k l equals i h bar times the delta of i k delta of j l minus delta of i l delta of j k.
285,"\left(T_{ij}\right)_{kl}=i\hbar\left[\delta_{ik}\delta_{jl}-\delta_{il}\delta_{jk}\right]\ \ \ ,",eng,Open bracket T sub i j close bracket of k l equals i h bar left square bracket delta sub i k times delta sub j l minus delta sub i l delta sub j k right square bracket.
288," [\bar{e}_{i,k+1}, \bar{e}_{j,l}]=d^{-m_{i,j}}[\bar{e}_{i,k}, \bar{e}_{j,l+1}],",eng,Bracket bar e sub i comma k plus one and bar e sub j comma l close bracket equals d raised to the negative m sub i comma j times bracket bar e sub i comma k and bar e sub j comma l plus one close bracket.
289," [\bar{e}_{i,k+1}, \bar{e}_{j,l}]=d^{-m_{i,j}}[\bar{e}_{i,k}, \bar{e}_{j,l+1}],",eng,"Bracket e-bar of i sub k plus one and e-bar of j sub l close, equals d to the power of minus m sub i j times bracket e-bar of i sub k and e-bar of j sub l plus one close."
292,"\tilde s_0=2, \tilde s_1=1, \tilde s_2=0,",eng,"tilda es zero equals two, tilda es one equals one, tilda es two equals zero."
293,"\tilde s_0=2, \tilde s_1=1, \tilde s_2=0,",eng,"s tilde sub zero is two, s tilde sub one is one, s tilde sub two is zero."
296,"p_{n+1} &= p_n - \epsilon\partial_\alpha V(q_n) - \lambda\\q_{n+1} &= q_n + \alpha p_{n+1},",eng,"pee sub n plus one equals pee sub n minus epsilon partial alpha V q sub n minus lambda; cue sub n plus one equals cue sub n plus alpha pee sub n plus one,"
297,"p_{n+1} &= p_n - \epsilon\partial_\alpha V(q_n) - \lambda\\q_{n+1} &= q_n + \alpha p_{n+1},",eng,"pee sub n plus one equals pee sub n subtract epsilon partial alpha V at q sub n subtract lambda; sea sub n plus one equals sea sub n add alpha pee sub n plus one,"
300,"\chi(yz)=\chi(y)\chi(z),",eng,Kai of y z equals Kai of y times Kai of z
301,"\chi(yz)=\chi(y)\chi(z),",eng,Chi of y z is equal to Chi of y multiplied by Chi of z
304,"0^N\prec a_{sN+1}\ldots a_{sN+N}\prec M^N\quad\textrm{for}s=2,3,\ldots.",eng,"Zero raised to the power of N is less than a sub s N plus one through a sub s N plus N, which is less than M raised to the power of N for s equals two, three, and so on."
305,"0^N\prec a_{sN+1}\ldots a_{sN+N}\prec M^N\quad\textrm{for}s=2,3,\ldots.",eng,"Zero to the power of N is smaller than a s N plus one to a s N plus N, and that is smaller than M to the N for s equals two, three, and beyond."
308,1=\sum\limits_{k\in\mathbb N}\psi_k(\xi)+\psi_{\leq 0}(\xi).,eng,"One equals the sum for k in natural numbers of psi sub k of xi, plus psi sub less than or equal to zero of xi."
309,1=\sum\limits_{k\in\mathbb N}\psi_k(\xi)+\psi_{\leq 0}(\xi).,eng,"One equals summation of psi k of xi, over k in natural numbers, plus psi sub zero or below of xi."
312,"T[\alpha] = {\rm Tr}\ U[A,\alpha]",eng,"T of alpha equals the trace of U of A, alpha."
313,"T[\alpha] = {\rm Tr}\ U[A,\alpha]",eng,T bracket alpha equals Tr U bracket A comma alpha.
316,\|u\|_X:=\|u\|_{L^2(\Omega)} + \left(\int_Q |u(x)-u(y)|^2 K(x-y) dxdy\right)^{1/2},eng,"""u norm X equals the L two norm of u on Omega plus the square root of the integral on Q of the absolute value of u of x minus u of y squared times K of x minus y with respect to x and y."""
317,\|u\|_X:=\|u\|_{L^2(\Omega)} + \left(\int_Q |u(x)-u(y)|^2 K(x-y) dxdy\right)^{1/2},eng,"""Norm of u sub X is defined as the L two norm of u on Omega, plus the square root of the integral over Q, where the difference of u of x minus u of y squared is multiplied by K of x minus y, integrated over dx and dy."""
320,"u=\alpha_{1} x_{1} +\beta_{1} x_{1,\perp}.",eng,"u equals alpha one x sub one plus beta one x sub one, perpendicular."
321,"u=\alpha_{1} x_{1} +\beta_{1} x_{1,\perp}.",eng,u is alpha one times x one plus beta one times x one perpendicular.
324," \frac{p^*_{n,u_d}(x)}{q^*_{n,u_d}(x)} =\frac{p_{n,u_d}(x^d)}{(x^{d-1}+\cdots+x+1)q_{n,u_d}(x^d)}",eng,p star subscript n comma u sub d of x divided by q star subscript n comma u sub d of x equals p subscript n comma u sub d of x to the power d divided by the quantity x to the power d minus one plus ellipsis plus x plus one multiplied by q subscript n comma u sub d of x to the power d
325," \frac{p^*_{n,u_d}(x)}{q^*_{n,u_d}(x)} =\frac{p_{n,u_d}(x^d)}{(x^{d-1}+\cdots+x+1)q_{n,u_d}(x^d)}",eng,p star sub n comma u sub d of x over q star sub n comma u sub d of x is p sub n comma u sub d of x raised to d over the sum that starts with x raised to d minus one plus dots plus x plus one times q sub n comma u sub d of x raised to the d
328,"{\rm Tr} (X_w X_{w'}) = - 2 X_w^i X_{w'}^i,",eng,Trace of X sub w X sub w prime equals negative two X sub w superscript i X sub w prime superscript i
329,"{\rm Tr} (X_w X_{w'}) = - 2 X_w^i X_{w'}^i,",eng,Trace of X_w X_w' equals minus two X_w^i X_w'^i
332,\left(\begin{array}{ccc}d&qk&rj\\rk&d&qi\\qj&ri&d\end{array}\right).,eng,"d q k, r j; r k, d, q i; q j, r i, d."
333,\left(\begin{array}{ccc}d&qk&rj\\rk&d&qi\\qj&ri&d\end{array}\right).,eng,"d q k and r j; r k, d, and q i; q j, r i, and d."
336,W\Pi=\Phi.,eng,W pi equals phi.
337,W\Pi=\Phi.,eng,W times pi is equal to phi.
340,"\frac{\partial}{\partial x_{j}}\mathcal{D}_{m}(x,v)=D_{m}^{(j)}(x,v)",eng,Partial derivative with respect to x sub j of script D sub m of x and v equals uppercase D sub m superscript j of x and v.
341,"\frac{\partial}{\partial x_{j}}\mathcal{D}_{m}(x,v)=D_{m}^{(j)}(x,v)",eng,The derivative of the function script D sub m with respect to the variable x j is equal to D sub m raised to the power of j at the points x and v.
344,"\delta_i = \frac{(q^i-1)(q^{n-i+1}-1)}{(q^{i+1}-1)(q^{n-i}-1)},",eng,delta i equals the fraction of open parenthesis q to the power of i minus one multiplied by open parenthesis q raised to the n minus i plus one power close parenthesis minus one close parenthesis over open parenthesis q to the i plus one power minus one close parenthesis multiplied by open parenthesis q to the n minus i power minus one close parenthesis
345,"\delta_i = \frac{(q^i-1)(q^{n-i+1}-1)}{(q^{i+1}-1)(q^{n-i}-1)},",eng,delta sub i is equal to the quantity open parenthesis open parenthesis q to the i power minus one close parenthesis times open parenthesis q to the n minus i plus one power minus one close parenthesis close parenthesis divided by open parenthesis open parenthesis q raised to the i plus one power minus one close parenthesis times open parenthesis q to the power of n minus i minus one close parenthesis
348,"Gl(n \; q_{c}) \supset Gl(n \; q) \supset Gl(n \; c) \; \; ,",eng,ACcent G L open parenthesis n comma q sub C close parenthesis is a super-set of G L open parenthesis n comma q close parenthesis is a super-set of G L open parenthesis n comma C close parenthesis
349,"Gl(n \; q_{c}) \supset Gl(n \; q) \supset Gl(n \; c) \; \; ,",eng,G L of n q sub C contains G L of n q which contains G L of n C
352," A_{\delta_2^2}-2A_{\delta_{1,2}\delta_2}+4A_{\delta_0\delta_2}=0.",eng,ay sub delta two squared minus two ay sub delta one two delta two plus four ay sub delta zero delta two equals zero
353," A_{\delta_2^2}-2A_{\delta_{1,2}\delta_2}+4A_{\delta_0\delta_2}=0.",eng,a subscript delta two squared minus two a subscript delta one two delta two plus four a subscript delta zero delta two equals zero
356,"D^2 + \frac{1}{2} \sigma F =\left( \begin{array}{cc}H_+ & 0 \\0 & H_- \end{array} \right),",eng,"Dee squared plus one half sigma F equals the matrix where the first row is H plus and zero, and the second row is zero and H minus."
357,"D^2 + \frac{1}{2} \sigma F =\left( \begin{array}{cc}H_+ & 0 \\0 & H_- \end{array} \right),",eng,"D squared plus one over two sigma F is equal to the matrix with H plus at the top left, zero at the top right, zero at the bottom left, and H minus at the bottom right."
360,"\left<\mathcal W_\Psi f,\mathcal W_\Psi h\right>=\left<f,h\right>",eng,The inner product of W Psi f with W Psi h equals the inner product of f and h.
361,"\left<\mathcal W_\Psi f,\mathcal W_\Psi h\right>=\left<f,h\right>",eng,Left angle bracket W Psi f comma W Psi h right angle bracket equals left angle bracket f comma h right angle bracket.
364," \omega =-d*dG^\omega + {\rm constant} \cdot {\rm vol},",eng,omega equals negative d squared times the derivative of G with respect to omega plus constant times volume
365," \omega =-d*dG^\omega + {\rm constant} \cdot {\rm vol},",eng,omega is equal to minus d squared G sub omega plus constant multiplied by volume
368,"y = \mathcal{L}u,",eng,"""Why equals curly L U."""
369,"y = \mathcal{L}u,",eng,"""Why equals script L applied to U."""
372," \lim_{n\to\infty}\tilde J(u_n,w_n)=\inf_{(v,z)\in\mathcal U}\tilde J(v,z)\,.",eng,"Limit as n approaches infinity of J tilde of u n, w n equals the infimum over v and z in script U of J tilde of v, z."
373," \lim_{n\to\infty}\tilde J(u_n,w_n)=\inf_{(v,z)\in\mathcal U}\tilde J(v,z)\,.",eng,"The limit of J tilde of u n, w n as n tends to infinity is the infimum of J tilde of v, z, where v and z belong to the set U."
376," f(b,C):=2\sqrt{Cb(n-1)\kappa-Cb^2}-C. ",eng,"Equations are a window to understanding the world. One way to express the given equation is: ""f of b and C is equal to two times the square root of C times b times the quantity n minus one times kappa minus C times the square of b, subtracted by C."""
377," f(b,C):=2\sqrt{Cb(n-1)\kappa-Cb^2}-C. ",eng,"Alternatively, you might also express it as: ""f of b, C is set to two radical of C multiplied by b multiplied by n minus one times kappa, minus C b squared minus C."""
380,"h=u+G_{\Omega}(\varphi(\cdot,u)), \hbox{ in }\Omega.",eng,"""h equals u plus G sub Omega of phi of dot comma u in Omega."""
381,"h=u+G_{\Omega}(\varphi(\cdot,u)), \hbox{ in }\Omega.",eng,"""h is u plus G Omega of phi of dot u within the region Omega."""
384,"M(L,j,\delta) = \sharp \mathfrak{M}(L,j,\delta). ",eng,"Em of L, j, delta equals the number of mathfrak M of L, j, delta."
385,"M(L,j,\delta) = \sharp \mathfrak{M}(L,j,\delta). ",eng,M-L-j-delta is equivalent to number Math-Frak M of L-j-delta.
388,"X_rX_s=X_sX_r,qX_{r+1}=T_rX_rT_r,",eng,"""X sub r X sub s equals X sub s X sub r, q X sub r plus one equals T sub r X sub r T sub r,"""
389,"X_rX_s=X_sX_r,qX_{r+1}=T_rX_rT_r,",eng,"""X r X s equals X s X r, q times X of r plus one equals T of r X of r T of r"""
392,\partial_{[M} H_{NPQ]} = 0.,eng,partial sub M of H sub N-P-Q equals zero.
393,\partial_{[M} H_{NPQ]} = 0.,eng,"the partial derivative with respect to M of the tensor H indexed by N, P, Q equals zero."
396,S^{kl}_{ij}(s^{+})[S^{nm}_{kl}(s^{+})]^{*}=\delta_{i}^{n}\delta_{l}^{m},eng,S super k l sub i j of s plus times open bracket S super n m sub k l of s plus close bracket star equals delta sub i super n delta sub l super m
397,S^{kl}_{ij}(s^{+})[S^{nm}_{kl}(s^{+})]^{*}=\delta_{i}^{n}\delta_{l}^{m},eng,S to the power of k l and with indices i j of s plus times open bracket S to the power of n m and with indices k l of s plus close bracket conjugate equals delta with lower i and upper n delta with lower l and upper m
400,- i \int_{x_0}^xdx_j ( A^{(0)}_j + \theta A^{(1)}_j). ,eng,eye integral from x naught to x of dx sub j times left parenthesis A naught sub j plus theta A one sub j right parenthesis.
401,- i \int_{x_0}^xdx_j ( A^{(0)}_j + \theta A^{(1)}_j). ,eng,eye integrates from x sub zero to x over dx sub j quantity A zero sub j plus theta A one sub j.
404," \int_0^1 |f_{k,N}(x)|^{2s} dx = E_s(A_{k,N}). ",eng,The integral from zero to one of the absolute value of f sub k comma N of x raised to the power of two s d x equals E sub s of A sub k comma N.
405," \int_0^1 |f_{k,N}(x)|^{2s} dx = E_s(A_{k,N}). ",eng,The integral from zero to one of the absolute value of f k N of x raised to the two s power d x equals E s of A k N.
408,"s^\ast(C_{u,v}) = \sum_{j=1}^{i-1} v_j \bmod 2,",eng,s star of C sub u v equals the sum from j equals one to i minus one of v sub j mod two
409,"s^\ast(C_{u,v}) = \sum_{j=1}^{i-1} v_j \bmod 2,",eng,s asterisk of C sub u v is the summation from j equals one to i minus one of v sub j modulo two
412,F_x = (\dots \to {}^{-1}F_x =0 \to {}^0F_x = B_x \to {}^1F_x \to \dots),eng,F sub x equals open parenthesis dots to F inverse sub x equals zero to F superscript zero sub x equals B sub x to F superscript one sub x to dots close parenthesis
413,F_x = (\dots \to {}^{-1}F_x =0 \to {}^0F_x = B_x \to {}^1F_x \to \dots),eng,"F x equals, in the pattern dots through, inverse F x equals zero through F power zero x equals B x through F power one x through dots"
416," K\,d\hat A (d\hat A:=\lambda\, du\wedge dv)",eng,kay dee hat Ay equals lambda dee u wedge dee v
417," K\,d\hat A (d\hat A:=\lambda\, du\wedge dv)",eng,K D hat A equals lambda D U wedge D V
420,"\int_{y\in M} D^t\delta_x(y)\, f(y) = \int_{y\in M} \delta_x(y)\, Df(y) = Df(x).",eng,Integral from y in M of D to the t of delta sub x at y times f of y is equal to integral from y in M of delta sub x at y times D of f at y is equal to D of f at x.
421,"\int_{y\in M} D^t\delta_x(y)\, f(y) = \int_{y\in M} \delta_x(y)\, Df(y) = Df(x).",eng,The integral over y in M of D to the t acting on delta sub x at y multiplied by f at y equals the integral over y in M of delta sub x at y times the derivative of f at y equals the derivative of f evaluated at x.
424,"\Lambda=\{\mu,\nu,\rho, \ldots \}, ",eng,"Lambda equals set of mu, nu, rho, and so forth."
425,"\Lambda=\{\mu,\nu,\rho, \ldots \}, ",eng,"Lambda is the set containing mu, nu, rho, and so on."
428,"P(R_j=1,X_j=1)=\frac{1}{n}&=P(R_j=k)\\&\geq P(R_j=k,X_j\in S_{j}).",eng,P of R sub J equals one and X sub J equals one equals one over n equals P of R sub J equals k is greater than or equal to P of R sub J equals k and X sub J is in S sub J.
429,"P(R_j=1,X_j=1)=\frac{1}{n}&=P(R_j=k)\\&\geq P(R_j=k,X_j\in S_{j}).",eng,P parentheses R sub J equals one comma X sub J equals one end parentheses equals one divided by n equals P parentheses R sub J equals k end parentheses is greater than or equal to P parentheses R sub J equals k comma X sub J belongs to S sub J end parentheses.
432," v_F(x)= w_F(x) - F(x)w_F(\infty) ,",eng,v sub-F of x equals w sub-F of x minus F of x times w sub-F of infinity
433," v_F(x)= w_F(x) - F(x)w_F(\infty) ,",eng,v F of x is equal to w F of x subtract F of x multiplied by w F of infinity
436,\|CT(t)\| = O \left(\frac{1}{t^\beta (\log t)^\gamma}\right),eng,Norm of C T of t equals big O of one over t to the beta power times log of t to the gamma power
437,\|CT(t)\| = O \left(\frac{1}{t^\beta (\log t)^\gamma}\right),eng,Magnitude of C T at time t is big O of one divided by t raised to the beta multiplied by log of t raised to the gamma
440," h \, \epsilon_i = \varepsilon_{ij} \, \gamma_0 \, \epsilon^j \,,",eng,h epsilon i equals varepsilon i j gamma zero epsilon upper j
441," h \, \epsilon_i = \varepsilon_{ij} \, \gamma_0 \, \epsilon^j \,,",eng,h epsai i equals varepsilon i j gama naught epsilon j
444," X_{\gamma}X_{\gamma'} = (-)^{\langle \gamma,\gamma' \rangle} X_{\gamma + \gamma'} \rlap{.}",eng,X sub gamma X sub gamma prime equals negative one to the power of inner product of gamma and gamma prime times X sub gamma plus gamma prime.
445," X_{\gamma}X_{\gamma'} = (-)^{\langle \gamma,\gamma' \rangle} X_{\gamma + \gamma'} \rlap{.}",eng,"X gamma X gamma prime equals minus one raised to the inner product of gamma and gamma prime, multiplied by X gamma plus gamma prime."
448,"f(z)=\sum_{j=1}^nA_jz^{m_j}[1+\epsilon(z)]e^{\omega_jz},",eng,"Eff of zee equals the sum from jay equals one to en of Ay sub jay zee to the power of em sub jay, bracket one plus epsilon of zee, close bracket, eet of the power of omega sub jay zee."
449,"f(z)=\sum_{j=1}^nA_jz^{m_j}[1+\epsilon(z)]e^{\omega_jz},",eng,Eff of zee equals sigma from jay equals one to en Ay sub jay zee raised to em sub jay times one plus epsilon of zee times exponential of omega sub jay zee.
452,"\sum_{n=0}^{\infty}\frac{A^n}{z^{n+1}}=\sum_{n=0}^{\infty}\frac{H^n}{\lambda^{n+1}},",eng,sum from n equals zero to infinity of A raised to the power of n over z to the power of n plus one equals sum from n equals zero to infinity of H raised to the power of n over lambda to the power of n plus one.
